x0,x1,x2,x3,y,x4,x5
0.35,A0,A3,A1,767,4.52,4.56
,A3,A1,A0,3556,6.08,6.02
1.01,A2,A2,A3,6499,6.34,6.38
0.3,A0,A3,A5,826,4.32,4.34
1.53,A0,A6,A3,15592,7.38,
0.92,A2,A3,A0,4183,6.14,6.11
0.53,A2,A5,A4,942,5.08,
1.24,A0,A2,A3,9123,7.03,
,A0,A2,A3,7574,6.45,6.41
1.62,A1,A4,A0,10567,7.38,7.51
1.0,A3,A2,A5,7644,6.37,6.35
0.93,A0,A4,,4635,6.2,
0.31,A0,A3,A1,872,4.39,4.34
,A4,A2,,798,4.88,4.9
0.52,A0,A3,A0,1577,5.19,5.16
0.42,A0,A2,A5,1235,4.84,4.78
1.71,A3,A4,A0,9193,7.88,
0.31,A0,A3,A1,680,4.33,
0.25,A2,A6,A5,490,4.1,4.12
0.24,A1,A3,A5,485,3.95,3.99
0.41,A3,A6,A1,863,4.79,4.84
0.37,A3,A3,A3,1124,4.66,4.61
0.59,A0,A3,A1,1941,5.47,5.49
0.41,A2,A3,,638,4.68,4.75
1.02,A0,A2,A1,6352,6.41,
1.04,A3,A6,A1,6458,6.61,6.56
0.33,A0,A6,A5,939,4.47,4.51
1.0,A3,A2,A4,4284,6.37,
1.13,A0,A4,A1,6670,6.69,6.63
0.41,A0,A2,A4,664,4.78,4.81
0.31,A3,A4,A1,489,4.29,
1.49,A4,A4,A7,6425,6.93,6.89
0.75,A0,A5,A3,2564,5.82,
1.71,A3,A5,A0,11104,7.79,7.75
0.76,A0,A4,A0,2371,5.87,
0.4,A0,A2,A0,873,4.82,4.79
0.9,A0,A1,A0,4304,6.23,
0.43,A2,A3,A0,739,4.8,4.83
0.7,A1,A3,A1,2473,5.79,
1.08,A3,A1,A4,5138,6.62,6.59
1.61,A3,A6,A1,15426,7.53,
0.35,A0,A4,A5,773,4.55,4.58
0.43,A1,A2,A0,754,4.87,
0.41,A3,A1,A4,876,4.73,4.71
0.39,A2,A0,A1,581,4.6,4.63
1.51,A1,A5,A0,9283,7.35,7.3
0.5,A1,A1,A4,1123,5.2,
0.41,A3,A6,A1,1107,4.84,4.81
0.65,A3,A1,A3,2387,5.72,
0.4,A3,A1,A4,855,4.73,
0.3,A0,A5,A1,438,4.3,4.31
0.57,A3,A1,A3,2360,5.38,5.32
1.01,A3,A1,A1,6827,6.44,6.41
0.61,A3,A1,A4,1308,5.48,
1.06,A3,A2,A1,6296,6.64,
1.01,A0,A2,A1,6512,6.53,
0.51,A1,A3,A3,1970,5.07,
1.39,A0,A5,,8271,7.21,7.22
0.46,A0,A6,,881,4.97,5.0
1.05,A0,A6,,4816,6.54,
0.4,A0,A1,,950,4.73,
1.14,A3,A2,A4,5139,6.8,6.73
0.31,A0,A1,A1,626,4.36,
0.37,A2,A5,A1,473,4.58,
0.96,A4,A4,,1808,6.13,5.96
0.3,A3,A1,A3,732,4.34,4.29
0.9,A1,A4,A1,4662,6.11,6.09
,A0,A2,,1235,4.84,
0.78,A0,A0,A3,2365,5.88,5.91
2.01,A3,A4,A1,17068,8.14,
0.55,A0,A2,A3,1881,5.32,
0.7,A1,A3,A4,2453,5.64,
1.15,A3,A2,,3574,6.8,6.74
1.01,A1,A4,A1,4559,6.32,6.27
2.04,A3,A3,A4,17379,8.35,8.31
1.14,A1,A3,A4,5593,6.74,6.97
1.51,A3,A2,A1,12571,7.38,
2.03,A0,A4,A0,18026,8.24,8.18
0.4,A0,A1,A3,1123,4.77,4.82
0.9,A2,A1,A0,3689,6.1,
0.97,A0,A5,A7,2357,6.43,
0.39,A1,A2,A1,734,4.72,4.75
1.01,A4,A2,A1,5666,6.07,
1.03,A3,A4,A1,5364,6.47,6.36
0.9,A3,A1,A0,4735,6.14,6.09
0.44,A3,A2,A3,965,4.82,4.87
0.55,A0,A1,A3,1890,5.25,5.26
0.51,A3,A1,A1,1928,5.29,
0.34,A3,A3,A4,477,4.55,4.57
0.38,A3,A0,A1,727,4.68,4.64
0.52,A0,A1,A1,1752,5.16,
2.04,A3,A4,A4,11820,8.45,8.36
0.52,A3,A4,A4,975,5.15,
1.51,A1,A4,A1,11166,7.25,
0.3,A3,A2,A3,776,4.28,4.23
0.31,A2,A2,A3,583,4.28,4.31
2.01,A1,A4,A0,11825,8.05,8.0
,A1,A4,A3,720,4.37,4.34
0.83,A2,A5,A1,2774,5.85,5.88
2.0,A1,A4,,15446,7.98,
0.53,A1,A6,A2,2395,5.28,5.32
1.2,A0,A4,A0,5822,6.86,
1.7,A3,A6,A4,9330,7.87,
0.31,A0,A4,A1,489,4.31,
1.01,A2,A3,A0,5379,6.23,
0.3,A1,A1,A0,552,4.24,
1.01,A1,A3,A0,4912,6.32,
0.93,A3,A2,A0,4062,6.34,6.28
2.53,A3,A4,A4,17591,8.9,8.82
0.71,A2,A5,A3,2306,5.65,
0.35,A0,A2,A5,868,4.58,4.6
1.5,A3,A4,A4,7291,7.27,7.21
0.5,A0,A4,A3,1370,5.11,5.16
0.35,A0,A6,A1,906,4.53,4.48
0.71,A4,A1,,2747,5.62,5.58
1.24,A1,A2,A1,7660,6.89,6.94
0.56,A3,A0,A0,1050,5.34,5.3
0.91,A1,A4,,3382,6.1,6.18
0.59,A0,A2,A3,2129,5.42,5.44
0.54,A0,A3,A0,1410,5.23,
0.9,A1,A3,A4,3239,6.06,5.99
0.71,A0,A1,A4,2610,5.71,5.78
0.32,A3,A3,A5,1044,4.45,
2.0,A3,A4,A0,13986,8.04,
1.5,A1,A6,A5,17279,7.36,7.44
1.52,A3,A3,A3,16779,7.47,
0.25,A1,A3,A6,575,3.99,
0.51,A0,A6,A3,1744,5.11,5.17
1.01,A3,A2,A1,5620,6.53,6.44
0.91,A0,A2,A3,4029,6.28,
0.34,A0,A5,,689,4.47,4.44
0.5,A3,A4,A0,1094,5.02,4.99
0.32,A0,A1,A3,1044,4.43,
0.92,A3,A6,A4,3854,6.19,6.23
0.94,A1,A1,A4,3634,6.28,6.34
0.29,A0,A2,A2,673,4.28,4.31
0.4,A0,A2,A6,982,4.64,
0.31,A0,A6,A5,882,4.36,4.39
0.36,A0,A1,A1,928,4.6,4.63
0.32,A0,A1,A0,589,4.36,4.39
0.3,A0,A4,A0,540,4.31,
0.57,A3,A3,A0,1613,5.42,5.38
1.51,A3,A5,A4,7292,7.53,
0.27,A0,A5,A3,432,4.15,4.19
1.08,A0,A6,A1,7110,6.58,
0.32,A0,A2,A1,720,4.39,4.37
0.34,A0,A4,A0,440,4.51,4.55
1.01,A1,A1,A7,2291,6.38,6.3
0.5,A1,A4,A1,1178,5.08,5.05
0.71,A1,A6,,2918,5.82,5.87
0.9,A0,A2,A0,4871,6.16,6.19
1.16,A3,A3,A3,8346,6.89,
0.54,A0,A3,A4,1340,5.3,
0.35,A3,A1,A1,1063,4.61,4.57
1.87,A1,A4,A0,14308,7.79,7.83
1.5,A2,A4,A3,8736,7.12,7.0
0.7,A4,A4,A0,1995,5.68,5.64
1.03,A3,A3,A4,4730,6.5,
,A1,A6,A0,5137,6.44,6.4
1.03,A1,A2,,6164,6.43,
0.32,A0,A2,A1,561,4.38,
0.43,A2,A3,A4,669,4.8,
0.32,A3,A2,A3,828,4.39,
0.39,A3,A5,A5,1053,4.7,4.67
1.51,A0,A4,A0,7695,7.41,
0.3,A0,A6,,605,4.34,4.37
0.71,A0,A6,A0,2416,5.71,5.75
0.72,A1,A2,A1,2578,5.75,5.77
0.41,A0,A0,A3,830,4.85,4.81
0.32,A0,A2,A3,828,4.39,
0.53,A1,A2,A5,2136,5.23,5.3
1.73,A3,A3,A0,16253,7.67,7.59
0.9,A1,A2,A3,4540,6.0,
2.03,A1,A6,A4,15811,8.21,8.3
0.51,A1,A2,A1,1438,5.06,5.12
0.31,A0,A2,A2,891,4.36,4.38
0.41,A0,A3,A4,683,4.76,4.8
0.41,A0,A2,A6,1076,4.77,4.76
1.24,A3,A4,A1,6850,6.89,6.93
0.59,A1,A1,A3,2254,5.34,5.39
0.82,A2,A3,A4,3050,5.95,5.99
0.32,A3,A2,A3,645,4.39,
0.44,A0,A5,A6,912,4.9,4.93
1.16,A3,A1,A4,5136,6.7,
0.7,A3,A6,A0,2268,5.63,5.57
0.42,A0,A6,A0,838,4.87,4.83
0.42,A0,A2,A1,1087,4.83,
1.21,A1,A0,A1,4191,6.79,
0.74,A1,A3,A4,2391,5.78,5.8
1.72,A3,A4,A4,10749,7.77,7.74
1.78,A1,A1,A4,12981,7.76,
0.5,A3,A1,A0,1610,5.06,5.03
0.38,A0,A5,A4,554,4.65,4.67
0.73,A1,A6,A4,2485,5.94,
1.18,A0,A5,A5,6494,6.99,6.92
1.53,A3,A5,A4,7389,7.41,7.23
0.27,A1,A3,A1,449,4.3,
0.28,A0,A3,A3,487,4.18,
0.32,A0,A6,A1,828,4.43,4.41
0.3,A3,A3,A1,844,4.29,4.26
0.5,A0,A3,A1,1629,5.1,5.04
1.22,A3,A2,,5534,6.92,
0.51,A3,A2,A3,1781,5.1,5.05
0.5,A2,A6,A1,1436,5.03,
1.02,A0,A1,A4,4044,6.43,
0.5,A2,A1,A4,1175,5.05,
0.91,A2,A6,A6,5317,6.06,6.13
0.9,A1,A2,A3,5148,6.2,
1.0,A3,A2,A3,6989,6.36,
0.71,A3,A6,A1,2801,5.69,5.64
0.36,A0,A2,A5,1163,4.58,4.6
1.5,A3,A2,A4,8820,7.38,
0.24,A1,A1,A5,553,3.97,4.0
1.68,A3,A0,A4,7652,7.83,7.72
0.9,A1,A4,A0,3770,6.22,6.25
0.28,A3,A4,A5,646,4.22,
0.54,A0,A4,A0,1240,5.26,5.19
0.3,A0,A2,A6,665,4.31,4.33
0.9,A3,A4,A7,1939,6.09,6.07
0.58,A0,A2,,1558,5.4,5.45
1.1,A1,A1,A3,9901,6.69,
1.01,A1,A6,A1,6083,6.4,
0.4,A1,A3,A1,791,4.68,4.72
1.03,A3,A1,A0,5410,6.47,6.43
0.71,A3,A6,A0,2381,5.79,5.73
0.7,A3,A2,A1,2657,5.59,5.54
0.3,A0,A5,A5,552,4.28,4.29
0.32,A0,A2,A5,1080,4.44,4.42
0.3,A1,A0,A3,506,4.27,
0.7,A0,A4,A0,2184,5.71,5.68
0.92,A0,A0,A0,3181,6.21,6.26
1.21,A0,A2,A3,8774,6.81,6.77
0.72,A1,A6,A1,2724,5.92,
2.14,A1,A6,A4,17582,8.45,8.5
0.9,A1,A4,A3,4136,6.14,6.18
0.54,A0,A2,A0,1404,5.27,5.29
0.7,A0,A5,A3,2363,5.66,
0.62,A0,A3,A0,1749,5.44,5.49
0.33,A0,A6,,880,4.44,4.47
0.43,A3,A2,A1,1113,4.88,4.84
,A2,A6,A0,1268,5.13,
1.03,A1,A6,A4,4414,6.43,6.51
1.5,A0,A1,A1,15848,7.21,7.27
1.1,A0,A6,A7,3623,6.62,
2.01,A2,A3,A4,16582,8.09,8.17
0.56,A0,A3,A1,2066,5.37,5.33
0.57,A1,A4,A5,1914,5.4,5.43
0.9,A1,A3,A1,4598,6.11,
1.0,A3,A2,A1,6160,6.45,
1.01,A3,A6,A1,5923,6.41,
0.55,A0,A4,A0,1584,5.3,
1.24,A3,A4,A4,4444,6.84,6.8
1.02,A0,A6,A4,4746,6.43,6.49
1.51,A1,A5,A3,9704,7.42,7.46
0.5,A1,A3,A1,1624,5.06,5.09
0.51,A2,A3,A1,1424,5.14,5.11
0.61,A3,A1,A1,2251,5.47,
0.52,A0,A3,A1,1767,5.21,
0.51,A0,A1,A0,1687,5.13,5.09
0.4,A3,A1,A0,772,4.69,
0.37,A0,A4,A2,936,4.66,4.68
1.08,A0,A6,A7,3168,6.64,6.62
1.03,A1,A2,A0,4764,6.45,6.41
1.59,A0,A0,A3,9494,7.5,
1.09,A3,A1,A4,5258,6.64,6.6
0.58,A0,A4,A1,1876,5.36,5.39
2.03,A1,A5,A1,17297,8.14,
1.53,A0,A4,A0,10153,7.41,7.36
0.7,A2,A2,,2899,5.75,5.81
1.19,A0,A2,A6,9403,6.88,6.92
0.5,A3,A2,A3,1624,5.12,
1.01,A2,A2,A0,4588,6.3,6.33
0.33,A3,A1,A0,780,4.5,
0.44,A0,A6,A6,1196,4.92,4.96
,A1,A5,A1,2337,5.76,5.79
0.9,A1,A3,A4,3526,6.1,
0.23,A0,A3,A6,530,3.91,3.96
0.3,A0,A0,A5,464,4.36,
0.5,A1,A6,,1436,5.09,
0.36,A0,A3,A3,933,4.58,4.55
0.32,A3,A2,A1,561,4.36,4.41
0.33,A0,A4,A6,666,4.44,4.46
0.35,A0,A2,A6,798,4.47,4.51
1.07,A1,A1,A2,18114,6.57,6.67
0.25,A1,A3,A5,576,3.99,4.02
0.41,A0,A2,A2,1367,4.75,4.78
1.46,A2,A3,A1,11851,7.06,
1.04,A3,A6,A3,7495,6.56,6.58
0.3,A3,A2,A5,789,4.28,4.33
1.0,A3,A1,A1,6868,6.57,6.52
1.27,A0,A6,A1,10656,7.0,
0.32,A0,A5,A1,449,4.37,4.4
0.38,A0,A2,A3,1040,4.68,4.63
0.4,A3,A0,A1,765,4.71,
1.22,A1,A4,A4,5233,6.66,
0.9,A0,A0,A3,3418,6.16,
0.33,A0,A3,A3,1002,4.54,
0.38,A0,A6,A3,865,4.65,
0.31,A3,A6,A0,516,4.31,4.33
1.0,A3,A3,A4,4648,6.49,6.46
0.3,A1,A2,A3,605,4.27,4.32
1.05,A3,A2,A1,6181,6.48,6.44
0.38,A1,A3,A2,1421,4.77,4.84
1.24,A3,A4,A4,4854,6.92,
1.21,A0,A2,A3,8864,6.81,6.87
1.11,A2,A6,A0,5602,6.58,
1.16,A0,A1,A3,10241,6.73,6.76
0.93,A1,A0,A1,3576,6.14,6.22
1.13,A1,A4,A4,4537,6.59,6.66
0.41,A1,A3,A5,1184,4.76,4.78
1.22,A3,A6,A5,11723,6.81,6.85
0.9,A0,A1,A0,4351,6.19,
1.0,A0,A3,A1,6261,6.42,
0.56,A0,A0,A1,1094,5.31,5.36
0.9,A3,A3,A4,3856,6.24,
1.51,A3,A2,,12872,7.34,7.28
0.3,A2,A4,A0,540,4.27,
0.31,A1,A4,A6,625,4.37,
0.31,A3,A4,A0,573,4.44,4.4
2.01,A3,A2,A4,15977,8.21,8.15
0.54,A0,A1,A0,1662,5.23,5.25
1.25,A3,A4,A3,8099,6.96,
0.43,A1,A6,A0,792,4.82,
1.47,A0,A5,A1,7284,7.24,
0.34,A0,A3,A3,805,4.45,4.5
1.22,A0,A6,A4,4852,6.88,
0.41,A0,A3,A1,935,4.74,4.76
0.3,A1,A5,A5,552,4.24,
0.38,A0,A1,A3,983,4.66,4.69
2.01,A3,A0,A4,12407,8.14,8.07
1.15,A0,A4,A1,5989,6.75,6.69
0.39,A3,A2,A2,1362,4.78,
1.01,A1,A1,A0,5812,6.33,
1.52,A0,A6,A3,16055,7.29,7.41
0.8,A1,A4,A4,2481,5.83,
0.37,A0,A3,,1082,4.63,4.6
0.36,A0,A3,A3,1094,4.58,4.56
1.01,A1,A6,A1,5560,6.39,6.46
0.73,A3,A2,A3,2841,5.82,5.77
1.2,A2,A2,A3,8442,6.7,
0.52,A0,A4,A3,1665,5.17,
0.83,A1,A5,A5,3774,6.0,6.03
1.01,A3,A2,A0,4672,6.49,
0.51,A1,A3,A1,1662,5.13,5.1
1.23,A3,A4,A1,7089,6.84,6.77
0.38,A0,A6,A3,933,4.64,4.68
0.32,A0,A6,A1,828,4.4,
0.31,A0,A2,A5,789,4.39,
0.91,A1,A3,A4,3703,6.07,
1.02,A1,A3,A7,3199,6.52,6.46
0.31,A1,A3,A6,721,4.24,4.3
2.19,A3,A4,,15801,8.27,8.25
0.32,A3,A4,A1,648,4.39,4.37
0.91,A2,A3,A0,4512,6.12,6.17
0.3,A1,A2,A0,447,4.22,4.27
0.49,A2,A1,A3,1738,5.18,5.25
0.9,A0,A6,,4103,6.17,6.13
1.21,A0,A5,A3,6691,6.83,6.87
1.14,A2,A5,A0,4702,6.58,6.62
0.47,A0,A3,A4,931,4.98,5.04
0.9,A1,A4,A4,3250,6.11,6.16
1.03,A3,A3,,6344,6.54,
0.95,A3,A2,A4,3181,6.36,6.34
1.25,A1,A2,A5,10962,6.92,6.95
0.33,A0,A6,A6,810,4.44,4.49
0.91,A0,A1,A3,6652,6.16,6.19
0.32,A3,A2,A1,720,4.42,4.38
1.54,A3,A5,A3,10164,7.39,7.42
0.44,A1,A0,A3,891,4.86,
1.61,A0,A6,A0,12085,7.44,7.48
0.7,A4,A0,A1,1672,5.58,5.56
0.31,A0,A1,A0,692,4.38,4.4
0.7,A3,A3,,2737,5.65,5.62
1.13,A0,A6,,5232,6.71,
0.76,A0,A1,A3,3353,5.86,5.89
0.4,A2,A6,A0,687,4.69,4.72
0.71,A1,A4,A0,2210,5.62,
1.0,A2,A3,A4,4184,6.45,6.5
0.51,A1,A0,A0,872,5.14,
0.52,A1,A2,A4,1073,5.11,
0.41,A0,A6,A6,1115,4.74,4.79
0.74,A0,A2,A0,2760,5.8,
0.41,A3,A6,A4,604,4.87,4.89
0.42,A0,A4,A0,898,4.8,
0.9,A1,A3,A4,3662,6.09,6.18
0.49,A0,A2,A1,1246,5.12,
0.98,A4,A4,A0,3583,6.18,6.04
1.16,A3,A4,A0,5454,6.76,
0.5,A0,A1,A1,1845,5.09,5.05
0.3,A1,A2,A3,725,4.31,4.28
1.14,A1,A4,A0,4890,6.8,
0.51,A2,A3,A0,1434,5.0,
0.77,A0,A6,A3,3387,5.88,5.84
1.3,A3,A6,,11392,6.97,6.94
0.38,A0,A1,A6,1200,4.63,4.73
0.7,A0,A2,A4,2270,5.73,5.78
0.75,A2,A5,A5,2381,5.7,5.67
0.72,A3,A2,A4,2022,5.68,5.59
0.3,A0,A4,A1,473,4.33,4.37
1.2,A1,A1,A4,6602,6.7,
0.78,A2,A0,A0,2035,6.01,
0.29,A0,A4,A6,607,4.27,
0.71,A4,A6,A0,2458,5.89,5.72
0.7,A0,A4,A5,2618,5.72,
1.67,A3,A4,A4,8118,7.57,7.52
,A1,A6,A3,1550,5.13,5.16
0.33,A0,A4,A2,1114,4.44,4.41
1.21,A0,A3,A6,13661,6.8,6.88
0.56,A0,A1,A0,1578,5.24,5.26
0.9,A1,A6,A4,3457,6.18,6.12
0.36,A0,A5,A3,568,4.54,4.58
1.7,A0,A2,A5,18279,7.62,7.67
0.5,A3,A2,A1,1415,5.12,5.09
0.53,A0,A3,A0,1415,5.21,5.24
0.72,A0,A5,A5,2654,5.75,5.77
0.73,A0,A6,A6,3463,5.82,5.76
0.44,A3,A2,A0,990,4.95,4.86
0.71,A1,A3,,2804,5.66,5.68
0.72,A3,A3,A0,2666,5.76,5.73
1.21,A3,A2,A6,9757,6.84,6.8
0.32,A1,A1,A4,612,4.38,4.36
1.03,A0,A2,A3,7391,6.5,
2.03,A0,A2,A4,15717,8.15,
1.0,A1,A5,A1,5020,6.35,
0.33,A0,A2,A3,666,4.46,
0.53,A3,A2,A0,1273,5.22,
0.58,A1,A1,A1,1750,5.37,5.42
0.52,A0,A4,A1,1238,5.18,
0.35,A0,A3,,967,4.53,4.5
0.59,A1,A3,A1,1838,5.46,5.49
1.23,A3,A4,A1,6957,6.85,
0.72,A1,A5,A6,2530,5.7,
0.7,A3,A1,A4,2562,5.79,5.74
0.35,A3,A3,A1,919,4.54,4.5
0.32,A0,A4,A3,524,4.39,4.4
0.31,A2,A4,,544,4.29,
0.35,A3,A6,A1,906,4.52,4.48
1.2,A3,A2,A1,8030,6.8,6.68
1.51,A2,A3,A0,10696,7.23,7.28
1.0,A2,A3,A1,6248,6.33,6.4
0.31,A3,A6,A7,394,4.33,
0.37,A0,A2,A4,518,4.64,4.66
1.79,A3,A5,A3,13104,7.72,7.65
0.3,A3,A5,A5,552,4.28,
0.83,A0,A3,A3,5151,5.99,
0.9,A1,A2,A3,4116,6.15,6.2
0.52,A1,A6,A1,1581,5.27,
0.68,A0,A3,A3,3243,5.67,
0.46,A3,A5,A4,863,5.03,4.97
0.5,A2,A2,A5,1966,5.12,
0.87,A0,A2,A7,1827,6.09,
0.31,A0,A5,A3,461,4.33,4.36
0.32,A0,A1,A1,972,4.43,4.38
0.7,A0,A6,A0,2200,5.69,5.66
0.51,A0,A3,A6,2301,5.06,
1.0,A2,A6,A0,4504,6.28,6.39
0.28,A1,A3,A6,642,4.26,4.28
1.0,A1,A3,A4,4777,6.37,6.41
0.31,A0,A4,A0,573,4.44,4.36
0.39,A0,A2,A4,716,4.78,4.74
0.7,A3,A6,A4,2213,5.65,5.71
1.91,A3,A5,A0,13092,8.02,
0.71,A0,A1,A6,3856,5.7,5.81
0.6,A0,A6,A1,2358,5.43,5.47
0.3,A0,A1,A3,835,4.31,4.27
1.23,A0,A5,A0,5600,6.82,6.86
0.3,A2,A2,A6,684,4.24,
0.59,A2,A5,A4,1180,5.3,5.25
0.9,A4,A1,A0,3382,5.97,5.92
1.2,A1,A5,A1,5724,6.73,6.77
1.19,A0,A6,A5,15005,6.82,
0.33,A0,A6,A5,1021,4.46,4.44
0.48,A0,A6,A2,2154,5.0,5.05
0.7,A0,A0,A1,1953,5.66,5.69
0.7,A0,A4,A6,2644,5.7,
0.7,A2,A1,A6,3312,5.61,5.58
0.56,A0,A3,A6,2429,5.27,5.34
0.31,A0,A1,A0,571,4.32,
0.8,A1,A4,A5,4468,5.82,
0.51,A0,A6,A6,2203,5.13,5.1
1.53,A1,A2,A3,13189,7.32,7.36
0.82,A0,A6,A4,2799,5.97,
0.42,A0,A3,A6,1216,4.78,4.8
0.31,A0,A1,A6,1034,4.37,
0.7,A1,A1,A3,3567,5.68,5.75
0.34,A2,A4,A3,596,4.4,
0.37,A3,A5,A5,681,4.62,4.66
1.01,A3,A2,A0,4872,6.38,
0.26,A1,A6,A1,381,4.05,4.08
0.33,A3,A5,A5,780,4.45,
0.51,A0,A0,A4,885,5.1,5.14
0.68,A3,A6,A6,2854,5.67,5.64
0.58,A1,A3,A1,1566,5.41,5.33
0.43,A1,A3,A0,792,4.8,4.83
0.59,A0,A0,,1330,5.52,5.48
0.71,A0,A6,A4,2614,5.7,5.75
0.33,A0,A6,A5,893,4.43,
0.32,A1,A4,,730,4.33,4.38
0.4,A1,A3,A0,694,4.71,4.74
0.32,A0,A4,A3,516,4.41,4.43
0.36,A0,A4,A0,538,4.6,4.62
2.04,A3,A4,A0,18795,8.37,8.28
1.01,A3,A6,A4,4317,6.59,6.52
1.22,A3,A2,A3,8739,6.87,6.82
0.39,A3,A5,A4,684,4.75,4.7
0.77,A2,A0,A0,1909,5.79,
0.7,A1,A1,A3,3247,5.63,5.68
1.52,A3,A3,A4,9028,7.36,7.42
0.77,A3,A1,A3,3966,6.0,
0.47,A0,A5,A1,884,4.98,
0.51,A1,A2,,1397,5.13,
0.43,A0,A5,A6,874,4.79,4.82
0.7,A1,A3,A3,2904,5.83,5.91
0.36,A0,A1,A0,851,4.57,
0.3,A0,A2,A4,405,4.35,4.4
1.01,A2,A0,A0,3665,6.44,6.36
1.01,A1,A4,A3,5593,6.43,6.38
0.41,A3,A3,A4,818,4.73,
0.71,A0,A4,A4,1800,5.75,5.69
1.42,A1,A5,A3,6894,7.28,7.2
0.54,A0,A3,A3,1732,5.2,
0.51,A4,A2,A0,1071,5.04,
1.51,A3,A1,A3,17936,7.37,
0.9,A1,A1,A0,4466,6.14,6.17
0.78,A4,A4,A1,2691,6.25,6.15
0.56,A0,A6,A6,2298,5.28,5.32
2.02,A3,A0,A1,14330,8.08,
1.12,A1,A3,A4,3864,6.65,6.59
1.32,A0,A3,A1,10919,7.02,7.07
1.03,A0,A2,A3,7648,6.52,
1.52,A1,A2,A1,12038,7.28,7.31
0.38,A0,A4,A0,680,4.67,4.69
0.32,A3,A2,A1,561,4.36,4.38
0.38,A3,A1,A3,1064,4.81,4.77
0.49,A3,A3,A3,1577,5.2,5.13
0.25,A0,A3,A5,705,4.09,4.12
0.51,A3,A2,A1,1443,5.15,
0.32,A0,A2,A3,828,4.45,
2.32,A0,A2,A4,18532,8.5,
0.79,A1,A1,A4,2904,5.85,5.9
0.5,A1,A6,A0,1250,5.03,
0.77,A0,A1,A4,2922,5.95,5.9
0.31,A1,A5,A0,408,4.34,4.39
0.28,A1,A3,A2,688,4.24,4.31
0.52,A0,A4,A1,1391,5.09,5.16
1.51,A3,A2,A0,10688,7.3,7.26
0.41,A3,A3,A4,683,4.78,
0.54,A0,A1,A0,1786,5.25,
0.43,A3,A2,,867,4.81,4.85
0.38,A1,A2,A1,766,4.72,4.77
0.36,A0,A2,A3,932,4.59,
0.71,A1,A3,A4,2343,5.85,5.8
0.4,A0,A4,A5,1017,4.7,
1.69,A1,A5,A0,10497,7.58,7.61
2.74,A1,A0,A4,17164,8.87,8.9
0.37,A0,A2,A2,926,4.66,4.7
0.9,A1,A4,A1,4155,6.1,
,A3,A2,A3,6462,6.49,
0.61,A0,A3,A6,2907,5.42,5.43
1.1,A0,A2,A4,5407,6.61,
1.51,A0,A6,A3,16370,7.34,7.38
0.32,A0,A2,A5,814,4.43,4.47
1.08,A0,A2,A2,9035,6.62,
1.23,A0,A2,,9119,6.92,6.98
0.3,A1,A1,,754,4.27,4.3
0.3,A3,A2,A6,878,4.26,
1.01,A1,A2,,4249,6.43,6.48
0.3,A0,A1,A3,835,4.32,4.31
1.12,A0,A1,A1,8279,6.63,6.66
0.7,A0,A2,A0,2567,5.66,
0.51,A2,A2,A4,1129,5.08,
1.0,A2,A1,A1,7114,6.36,6.4
0.92,A0,A4,A1,4639,6.27,
1.5,A2,A3,A4,9281,7.25,7.28
1.58,A3,A2,,14451,7.46,
1.0,A3,A0,A0,3780,6.37,6.27
0.73,A3,A3,A4,2256,5.81,
0.52,A0,A3,A1,1617,5.22,5.19
0.32,A0,A6,A1,828,4.44,
0.69,A3,A6,A0,1946,5.73,
0.52,A0,A1,A6,2217,5.21,5.28
1.0,A1,A1,A0,5755,6.42,6.48
2.06,A3,A5,A4,12842,8.3,8.24
0.61,A0,A6,A4,1424,5.47,
0.61,A0,A2,A3,2309,5.46,
0.39,A0,A6,A3,895,4.66,4.69
0.56,A0,A2,A3,1819,5.33,
1.2,A0,A4,A0,6578,6.78,6.82
0.3,A3,A2,A0,574,4.35,4.31
1.01,A4,A4,A4,2846,6.3,6.26
0.41,A0,A3,A5,1367,4.76,
2.74,A4,A0,A7,8807,8.76,8.66
0.92,A0,A3,A0,4791,6.27,
0.36,A0,A2,A0,725,4.58,
1.5,A1,A5,A0,8127,7.46,7.43
0.4,A2,A3,A4,622,4.7,4.72
0.41,A0,A6,A3,1007,4.75,
0.35,A0,A1,A4,669,4.57,
1.0,A2,A4,A4,3878,6.25,6.33
2.04,A3,A5,A4,14660,8.26,
0.63,A3,A3,A5,2789,5.55,5.52
0.71,A3,A2,A4,1902,5.91,5.88
0.7,A4,A4,A3,1811,5.48,5.54
0.52,A0,A2,A6,1784,5.15,5.18
0.9,A1,A6,A1,4186,6.2,6.26
0.4,A0,A4,A0,705,4.77,4.79
0.6,A3,A3,A0,1771,5.57,
0.32,A0,A1,A1,758,4.42,4.46
0.3,A3,A1,A1,911,4.3,
0.54,A2,A3,A1,1637,5.13,5.21
1.51,A3,A5,A1,9301,7.36,7.4
1.08,A3,A3,A0,5908,6.73,
0.95,A2,A5,A4,2956,6.13,6.23
0.7,A2,A6,A0,2127,5.63,5.66
0.54,A0,A5,A0,1114,5.25,
0.52,A0,A2,A3,1758,5.11,
0.51,A3,A6,A0,1274,5.19,5.08
1.5,A2,A2,A0,10428,7.14,7.2
0.4,A2,A1,A3,742,4.67,
0.33,A3,A5,A1,594,4.47,
1.01,A0,A2,A1,6734,6.47,6.51
1.7,A3,A5,A1,11781,7.6,7.65
